iter	RMSE
0	0.1152795018
1	0.1126241093
2	0.1101739986
3	0.1078184968
4	0.1054887437
5	0.1032449498
6	0.1013873135
7	0.09941273973
8	0.09769756834
9	0.09587032711
10	0.0941232703
11	0.0925622287
12	0.09098599323
13	0.08949495041
14	0.08808105208
15	0.08662264606
16	0.08519654134
17	0.08392343262
18	0.08255627392
19	0.08136263302
20	0.0801323741
21	0.0789666597
22	0.07775448806
23	0.07672268749
24	0.07571681213
25	0.07472070702
26	0.07380361511
27	0.07299292347
28	0.07202222081
29	0.07113779846
30	0.07037200989
31	0.06958486234
32	0.06882691284
33	0.06798760154
34	0.06728706216
35	0.06655554461
36	0.06583111711
37	0.06516886165
38	0.06465428455
39	0.06402893362
40	0.06347234939
41	0.06281383073
42	0.06214676831
43	0.06164214672
44	0.06106211082
45	0.06060134682
46	0.06015963004
47	0.05963335202
48	0.0591314663
49	0.05876425487
50	0.0584612225
51	0.05797420278
52	0.05760129406
53	0.05729210731
54	0.05689995585
55	0.05649422453
56	0.05614646981
57	0.05580352921
58	0.05554301279
59	0.05515754607
60	0.05491257841
61	0.05461512291
62	0.05431876687
63	0.0540212109
64	0.05368526967
65	0.05335034747
66	0.053045964
67	0.05277373002
68	0.05248131425
69	0.05215448924
70	0.05186994258
71	0.05162965956
72	0.051403142
73	0.05116202139
74	0.05087441199
75	0.05074663703
76	0.05048606784
77	0.05031362389
78	0.05010767789
79	0.04986060712
80	0.04970775776
81	0.04944694589
82	0.0492475049
83	0.04902673893
84	0.04883425914
85	0.04863119221
86	0.04851175663
87	0.04832431563
88	0.04811488471
89	0.04785836625
90	0.04765294486
91	0.04749580704
92	0.04726442684
93	0.04716144418
94	0.04703303757
95	0.04681211043
96	0.0466741943
97	0.04654841067
98	0.046442264
99	0.04623951022
100	0.04611070504
101	0.04592005908
102	0.04574435765
103	0.04566216758
104	0.04555578469
105	0.04544240914
106	0.04519174523
107	0.04511066642
108	0.04493967889
109	0.04484116748
110	0.04473639055
111	0.04460362119
112	0.04445204671
113	0.044334561
114	0.04421999673
115	0.044148515
116	0.04404976009
117	0.04395201452
118	0.04382199314
119	0.04365275393
120	0.04345297785
121	0.04335905269
122	0.04321780589
123	0.04302413852
124	0.04290844342
125	0.0428196357
126	0.04269406256
127	0.04260982566
128	0.04253167684
129	0.04243634745
130	0.04237610271
131	0.04225214193
132	0.04211607802
133	0.04200807635
134	0.04191536714
135	0.04184067733
136	0.04181319278
137	0.04174801287
138	0.04160138773
139	0.04147083548
140	0.04142565939
141	0.04136142236
142	0.04128900307
143	0.0411533235
144	0.04109901658
145	0.0410647389
146	0.04100970854
147	0.04095798697
148	0.04091333465
149	0.04088155268
150	0.04085098105
151	0.04078089626
152	0.0407281804
153	0.04067505501
154	0.04064263955
155	0.04050851527
156	0.04036348279
157	0.04031541733
158	0.04025505133
159	0.0401971556
160	0.04013473721
161	0.04009674771
162	0.03994375325
163	0.03985427341
164	0.03969167772
165	0.03962149736
166	0.03958035165
167	0.03951652536
168	0.03946677262
169	0.03932733241
170	0.0392766657
171	0.03925294275
172	0.03918769112
173	0.03911045121
174	0.03900826577
175	0.03890703511
176	0.03885302895
177	0.0388141593
178	0.03878631571
179	0.03866604436
180	0.03862784048
181	0.03861919122
182	0.0385403236
183	0.0384174861
184	0.03833176607
185	0.0382657588
186	0.03823913431
187	0.03816835921
188	0.03815228865
189	0.03804252069
190	0.03787991825
191	0.03787276155
192	0.03770752787
193	0.03765815247
194	0.03763081343
195	0.03756446043
196	0.03747502361
197	0.03738955442
198	0.03738127046
199	0.03728282599
200	0.03725314314
201	0.03723094016
202	0.03710527172
203	0.03703045797
204	0.03698857068
205	0.03689410663
206	0.03684026449
207	0.03674359863
208	0.0367214075
209	0.03666641285
210	0.03663353535
211	0.0365766856
212	0.03647457207
213	0.03636732162
214	0.03632715829
215	0.03625318664
216	0.0361220241
217	0.03609628989
218	0.03604988472
219	0.03594411913
220	0.03593785966
221	0.03585682738
222	0.03581439293
223	0.03577002931
224	0.03563747198
225	0.03561421082
226	0.0355951128
227	0.03550542932
228	0.03542881024
229	0.03537460373
230	0.03534391769
231	0.03525923269
232	0.03521985135
233	0.035214936
234	0.03517543054
235	0.03517011867
236	0.03510589572
237	0.03500233313
238	0.03487763338
239	0.03475808436
240	0.03475313733
241	0.03474839615
242	0.03471215824
243	0.03462221074
244	0.03461679087
245	0.03453078641
246	0.03452640957
247	0.03442365128
248	0.03433597993
249	0.03433121764
250	0.03431689602
251	0.03424439096
252	0.03413158882
253	0.03412414043
254	0.03411016304
255	0.03402609888
256	0.03401069317
257	0.03400684618
258	0.03399347522
259	0.0339064227
260	0.03390286756
261	0.03381704758
262	0.03374169694
263	0.03368682404
264	0.03360076389
265	0.03351328459
266	0.03343371629
267	0.03335918661
268	0.03326184469
269	0.03319059183
270	0.03313684389
271	0.03307114856
272	0.03302217395
273	0.03299877914
274	0.03292525822
275	0.03286597976
276	0.03279965081
277	0.03268893497
278	0.03264403024
279	0.03256123791
280	0.03253888219
281	0.0325044079
282	0.03247177673
283	0.03239929117
284	0.03235571644
285	0.03228483754
286	0.03222790827
287	0.03215344473
288	0.03207673324
289	0.03203264594
290	0.03195760241
291	0.03194613399
292	0.03186864694
293	0.03180683034
294	0.03178872492
295	0.03175971517
296	0.03168673987
297	0.03162500088
298	0.03155876719
299	0.03149716275
300	0.03147391666
301	0.0314012704
302	0.031384068
303	0.03136742777
304	0.03130027527
305	0.03124163494
306	0.03121530344
307	0.03111850317
308	0.03104048346
309	0.03102418207
310	0.03100842205
311	0.03097921532
312	0.03095419547
313	0.03093702564
314	0.03086931076
315	0.03083691409
316	0.03077039912
317	0.03072592184
318	0.03065119364
319	0.03063361267
320	0.03061695603
321	0.03052588091
322	0.03050994648
323	0.03045678519
324	0.03042064198
325	0.03038837804
326	0.03032725586
327	0.0302670273
328	0.03021187925
329	0.03018550204
330	0.03013890743
331	0.03009480747
332	0.03005422824
333	0.03000698454
334	0.0299900207
335	0.02994526957
336	0.02989108694
337	0.02983686154
338	0.02981611757
339	0.02977559788
340	0.0297577371
341	0.02969182786
342	0.02967892331
343	0.02961382196
344	0.02955860415
345	0.02952975706
346	0.02945514588
347	0.02944208611
348	0.02941863591
349	0.02934722715
350	0.02932880347
351	0.02926520837
352	0.02917860916
353	0.02912575882
354	0.02909705988
355	0.02907866678
356	0.02906142414
357	0.02904467916
358	0.02899409465
359	0.02897995923
360	0.02894861387
361	0.02888885502
362	0.02887713672
363	0.02886378704
364	0.02884116323
365	0.02879100612
366	0.02877572283
367	0.02876760678
368	0.02868858198
369	0.02864232937
370	0.02860743329
371	0.02858199505
372	0.02855696337
373	0.02851159506
374	0.02845168474
375	0.02844090732
376	0.02837235892
377	0.02833029083
378	0.02828624748
379	0.028275744
380	0.02821051323
381	0.02815817305
382	0.02808947479
383	0.02807613639
384	0.02802812094
385	0.02800689047
386	0.02796276426
387	0.02788567252
388	0.02784887145
389	0.02781288064
390	0.02776494714
391	0.02775799973
392	0.02768939324
393	0.02763541343
394	0.02757251078
395	0.02750208274
396	0.02746890013
397	0.02742354667
398	0.0273887739
399	0.02733769565
400	0.0273263558
401	0.02726995474
402	0.02720730739
403	0.02717183725
404	0.02712133208
405	0.02707562389
406	0.02705751388
407	0.02704003691
408	0.02701616306
409	0.0269711059
410	0.0269402713
411	0.02690760853
412	0.02685635329
413	0.0268474518
414	0.02680073375
415	0.02675951799
416	0.02674446938
417	0.02670268779
418	0.02665076842
419	0.02661882092
420	0.02657711606
421	0.02655475739
422	0.02651717257
423	0.02647886215
424	0.02642715699
425	0.02637700759
426	0.02634734524
427	0.02631665528
428	0.02626701051
429	0.02622176651
430	0.02620672522
431	0.02616481025
432	0.02614863518
433	0.0261075095
434	0.02606106783
435	0.02603401837
436	0.02600152553
437	0.02595758124
438	0.02591201433
439	0.02586095358
440	0.0258152445
441	0.02579198412
442	0.02574423629
443	0.02572471623
444	0.0257025949
445	0.02567578013
446	0.02565804001
447	0.02564461584
448	0.02561666702
449	0.02558159285
450	0.02556484595
451	0.02552594214
452	0.02549514092
453	0.02547291627
454	0.02545629924
455	0.02542696094
456	0.02541379464
457	0.02539738803
458	0.02538701462
459	0.02535194392
460	0.02533809026
461	0.02529996207
462	0.02528885081
463	0.02522719803
464	0.02519481311
465	0.02517828365
466	0.02512484563
467	0.02511331392
468	0.02508144433
469	0.02501335327
470	0.02497657499
471	0.02494302745
472	0.02491448656
473	0.02488047684
474	0.02485098391
475	0.02481033461
476	0.02477554519
477	0.02476045186
478	0.0247488656
479	0.02472020011
480	0.02469412418
481	0.02468293458
482	0.02466713629
483	0.02463061863
484	0.02461350464
485	0.02458581327
486	0.02455068384
487	0.02448859129
488	0.02447376316
489	0.02444317127
490	0.02441677973
491	0.02438904385
492	0.02437755333
493	0.02434437619
494	0.02430898876
495	0.02426613956
496	0.0242281957
497	0.02419841472
498	0.02414421265
499	0.02411164348
500	0.02408212906
501	0.02406988929
502	0.0240201278
503	0.02400407792
504	0.02397495343
505	0.023951176
506	0.02389637821
507	0.02387375494
508	0.02383122609
509	0.02381033383
510	0.02376515635
511	0.02373926619
512	0.02371308355
513	0.02368908733
514	0.02367174837
515	0.02363290709
516	0.02361522408
517	0.02359505638
518	0.02356860763
519	0.02354983471
520	0.02351297679
521	0.02348147326
522	0.02345635315
523	0.0234295532
524	0.02340979725
525	0.02337497989
526	0.02333765947
527	0.02332192474
528	0.02328807875
529	0.02327185487
530	0.02326178907
531	0.0232412384
532	0.0232225028
533	0.02319879431
534	0.02316008799
535	0.02313608374
536	0.02312015983
537	0.02309393313
538	0.02307127924
539	0.02305698095
540	0.02302752424
541	0.02300486072
542	0.02297459395
543	0.02295726254
544	0.02294080385
545	0.02291383771
546	0.02288873475
547	0.02287521352
548	0.02285239747
549	0.02282998434
550	0.02278814625
551	0.02274634268
552	0.02272439842
553	0.02270537879
554	0.0226715367
555	0.02265261345
556	0.02263819578
557	0.0226053075
558	0.02256958451
559	0.02254668388
560	0.02253368559
561	0.02251929788
562	0.0224964143
563	0.02248416001
564	0.02245866574
565	0.02242827618
566	0.02239376812
567	0.02236676861
568	0.02233998459
569	0.02230187392
570	0.02227145989
571	0.02225767742
572	0.02222814066
573	0.02219676874
574	0.02217788819
575	0.02216644056
576	0.0221510532
577	0.02212739483
578	0.02210335674
579	0.02207750634
580	0.02205523977
581	0.02203775028
582	0.02201661963
583	0.02199285195
584	0.0219760014
585	0.02197168356
586	0.02194608803
587	0.0219285654
588	0.02190251509
589	0.021883992
590	0.02186477818
591	0.02184474675
592	0.02183246333
593	0.02182260912
594	0.02178075084
595	0.02175231006
596	0.02171897209
597	0.02169028351
598	0.02166649533
599	0.02165377533
600	0.02164286912
601	0.02161174167
602	0.0215921998
603	0.02156773706
604	0.02155618282
605	0.02153548561
606	0.02151078879
607	0.02149127843
608	0.02147255444
609	0.02145542274
610	0.02143226411
611	0.02140372011
612	0.02139251988
613	0.02136773794
614	0.02134560542
615	0.02132360599
616	0.02129437277
617	0.02126738119
618	0.02124323114
619	0.02122345779
620	0.02119879709
621	0.02117807343
622	0.02116118638
623	0.0211410185
624	0.02111979211
625	0.02108783155
626	0.02105445477
627	0.02102774521
628	0.02100285898
629	0.02098465004
630	0.02096128757
631	0.02094066578
632	0.02090855745
633	0.02089865624
634	0.02087293261
635	0.02085257563
636	0.02082948974
637	0.0208089373
638	0.02078156103
639	0.02075597904
640	0.02073305676
641	0.02071542773
642	0.02070288866
643	0.02067338501
644	0.02065191815
645	0.02062617279
646	0.02059901375
647	0.02056911534
648	0.02054538883
649	0.02052521095
650	0.02051102441
651	0.02048415136
652	0.02046244562
653	0.02043399145
654	0.02041440178
655	0.02039337363
656	0.02036947155
657	0.02034132009
658	0.02032427945
659	0.02031326832
660	0.02029360516
661	0.02027487663
662	0.02026395438
663	0.02024269556
664	0.02023570275
665	0.0202140468
666	0.02020026124
667	0.02018326392
668	0.02015439847
669	0.02012476302
670	0.02010894084
671	0.02009653033
672	0.02007936024
673	0.02005989757
674	0.02002916224
675	0.02001292364
676	0.01999245617
677	0.0199744381
678	0.01996474987
679	0.01994506544
680	0.01990986618
681	0.01989677532
682	0.01988394218
683	0.01986640059
684	0.01983484201
685	0.01983131227
686	0.01980483601
687	0.01978526532
688	0.01976586645
689	0.01974434924
690	0.01973104525
691	0.01971298313
692	0.01970164517
693	0.0196766495
694	0.01966901885
695	0.01965126532
696	0.01963751059
697	0.0196216084
698	0.01959082722
699	0.01956662803
700	0.01955097816
701	0.01953778547
702	0.01950480963
703	0.01947372935
704	0.0194537658
705	0.01944506726
706	0.01942762637
707	0.01942491989
708	0.0194143254
709	0.01940560164
710	0.01937436019
711	0.0193571366
712	0.01933429532
713	0.0193100351
714	0.01928979779
715	0.01927033331
716	0.01925410221
717	0.0192404004
718	0.0192234855
719	0.01921210155
720	0.01919452544
721	0.01918627473
722	0.01917187652
723	0.01915561272
724	0.01912880477
725	0.01909904425
726	0.01908905743
727	0.01907592726
728	0.01905181294
729	0.01903585154
730	0.01902260095
731	0.01900735397
732	0.01900175883
733	0.01898249467
734	0.01897590795
735	0.01896800649
736	0.01892793718
737	0.01891303028
738	0.01889974218
739	0.01888665667
740	0.01887539561
741	0.01886641678
742	0.01885742378
743	0.01884494871
744	0.01883591236
745	0.01880129025
746	0.0187907901
747	0.01877718202
748	0.01875461894
749	0.01874295466
750	0.01873221485
751	0.01873152544
752	0.01872009088
753	0.01871058558
754	0.01868547871
755	0.01867604568
756	0.01866497549
757	0.01865476347
758	0.01864520162
759	0.01862240476
760	0.01859006176
761	0.01857395218
762	0.01856753573
763	0.01856047625
764	0.01853272208
765	0.01852086646
766	0.01850863767
767	0.01849913413
768	0.01849159001
769	0.0184779966
770	0.01846568042
771	0.01845246179
772	0.01842858102
773	0.01841797349
774	0.01840717203
775	0.01839525693
776	0.01838641992
777	0.01837975199
778	0.01836526805
779	0.0183512947
780	0.01833054646
781	0.01831458694
782	0.01830127178
783	0.01829347228
784	0.01827902525
785	0.01826749881
786	0.01826337723
787	0.0182546166
788	0.0182465919
789	0.01823608131
790	0.01822279957
791	0.01822046526
792	0.01820212392
793	0.01819417258
794	0.01817916271
795	0.01816362294
796	0.01815405873
797	0.01814317724
798	0.01813014875
799	0.01812413976
800	0.01810272732
801	0.01809554944
802	0.01808218803
803	0.0180623091
804	0.01804656675
805	0.0180337774
806	0.01801628209
807	0.01800791854
808	0.01800188847
809	0.01798276513
810	0.01796694551
811	0.01795430245
812	0.01794423795
813	0.01792969257
